일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
2019-09-12,19.9,17.6,2155.0,22.9,1034.0,11.5,2.9,713.0,0.4,191.3
2019-09-13,21.9,17.2,609.0,29.3,1433.0,0.5,5.1,1014.0,0.7,165.9
2019-09-14,21.7,19.6,36.0,25.8,1057.0,0.5,6.0,748.0,0.7,227.8
2019-09-15,22.9,17.8,644.0,30.6,1529.0,0.0,4.8,1101.0,0.6,151.9
2019-09-16,22.8,17.2,2354.0,31.0,1456.0,0.0,5.2,1653.0,0.7,0.0
2019-09-17,21.6,13.5,616.0,29.8,1243.0,0.0,4.4,1035.0,0.7,163.1
2019-09-18,19.6,12.0,2349.0,26.4,1248.0,0.0,6.6,1129.0,1.6,323.4
2019-09-19,17.5,9.4,553.0,27.0,1459.0,0.0,5.7,1621.0,0.9,348.8
2019-09-20,17.9,12.1,56.0,23.9,1326.0,0.0,3.6,1407.0,0.4,95.6
2019-09-21,18.5,15.9,519.0,22.5,1459.0,0.0,3.1,1232.0,0.4,315.0
2019-09-22,18.9,16.5,223.0,20.4,1158.0,0.0,7.2,1214.0,1.2,132.2
2019-09-23,18.7,13.1,2343.0,25.6,1311.0,0.0,5.5,48.0,1.0,78.8
2019-09-24,18.3,11.6,615.0,27.2,1352.0,0.0,5.1,1229.0,0.7,337.5
2019-09-25,19.4,13.1,520.0,28.3,1428.0,0.0,3.6,1456.0,0.4,317.8
2019-09-26,21.4,15.3,557.0,30.5,1423.0,0.0,4.1,1433.0,0.5,157.5
2019-09-27,21.4,17.4,433.0,28.1,1433.0,0.0,2.3,1055.0,0.3,168.8
2019-09-28,21.9,16.3,653.0,30.0,1258.0,0.0,5.1,1457.0,0.7,317.8
2019-09-29,20.4,14.6,602.0,29.0,1407.0,0.0,5.2,1240.0,0.7,343.1
2019-09-30,20.5,14.1,613.0,29.5,1410.0,0.0,4.5,1548.0,0.5,345.9
2019-10-01,21.6,14.9,649.0,28.4,1348.0,0.5,5.3,1958.0,0.7,230.6
2019-10-02,21.3,19.8,44.0,24.9,1052.0,11.5,5.8,2308.0,0.8,33.8
2019-10-03,21.7,17.7,2359.0,28.8,1335.0,3.0,6.1,1138.0,1.0,354.4
2019-10-04,21.1,16.0,555.0,28.0,1347.0,0.0,4.8,1225.0,0.7,227.8
2019-10-05,17.8,11.7,2337.0,22.9,1443.0,0.0,5.6,1549.0,1.0,351.6
2019-10-06,16.8,9.4,605.0,23.4,1446.0,0.0,5.7,1134.0,0.9,160.3
2019-10-07,14.2,11.6,2355.0,18.2,1.0,16.5,4.3,8.0,0.5,168.8
2019-10-08,13.7,6.4,2350.0,21.1,1337.0,0.0,7.8,1200.0,1.5,334.7
2019-10-09,11.4,4.7,559.0,21.5,1419.0,0.0,4.9,1429.0,0.7,326.3
2019-10-10,14.4,8.2,100.0,21.0,1345.0,0.0,2.9,1533.0,0.4,345.9
2019-10-11,17.6,10.5,546.0,25.9,1414.0,0.0,3.5,1544.0,0.6,25.3
2019-10-12,16.8,11.3,2221.0,23.9,1246.0,0.0,7.0,1308.0,1.1,61.9
2019-10-13,15.3,8.7,646.0,23.5,1336.0,0.0,4.2,1119.0,0.8,340.3
2019-10-14,12.9,6.3,2329.0,20.5,1405.0,0.0,6.3,1538.0,1.2,320.6
2019-10-15,12.0,4.9,527.0,21.6,1311.0,0.0,4.9,1125.0,0.5,185.6
2019-10-16,12.5,6.2,603.0,21.5,1432.0,0.0,4.6,1318.0,0.6,317.8
2019-10-17,13.7,8.2,532.0,22.3,1345.0,0.0,4.8,1504.0,0.6,171.6
2019-10-18,16.0,9.9,434.0,24.4,1308.0,0.0,5.0,1409.0,0.7,64.7
2019-10-19,15.5,9.3,643.0,23.1,1418.0,0.0,5.1,1350.0,0.7,329.1
2019-10-20,14.9,10.0,630.0,23.2,1339.0,0.0,4.9,912.0,0.5,337.5
2019-10-21,15.2,8.6,716.0,24.4,1432.0,0.0,3.2,1545.0,0.4,323.4
2019-10-22,15.9,10.7,558.0,24.5,1356.0,0.0,4.1,936.0,0.5,351.6
2019-10-23,15.6,11.2,231.0,21.1,1248.0,0.0,3.8,1324.0,0.5,199.7
2019-10-24,16.6,11.7,551.0,24.5,1349.0,0.0,5.8,1219.0,0.7,174.4
2019-10-25,15.7,10.1,359.0,22.7,1228.0,0.0,7.0,2021.0,1.4,320.6
2019-10-26,8.9,4.2,718.0,15.7,1311.0,0.0,6.7,333.0,1.3,351.6
2019-10-27,8.9,1.6,609.0,18.2,1355.0,0.0,5.2,1257.0,0.7,345.9
2019-10-28,12.6,5.6,435.0,18.8,1209.0,2.0,8.5,2215.0,1.8,180.0
2019-10-29,11.2,4.9,2357.0,19.1,1314.0,0.0,7.4,1535.0,1.1,329.1
2019-10-30,9.5,2.0,636.0,18.5,1334.0,0.0,5.6,1145.0,0.7,303.8
2019-10-31,14.7,7.9,1.0,20.9,1346.0,0.0,6.5,1614.0,1.3,247.5
2019-11-01,13.0,7.4,2326.0,21.0,1351.0,0.0,5.0,1221.0,0.7,348.8
2019-11-02,11.7,5.1,558.0,18.7,1311.0,0.0,2.8,1156.0,0.4,202.5
2019-11-03,12.0,5.5,718.0,21.9,1419.0,0.5,3.8,1338.0,0.5,118.1
2019-11-04,11.2,5.7,649.0,20.2,1435.0,0.0,4.3,1058.0,0.6,216.6
2019-11-05,10.4,5.6,712.0,18.3,1348.0,0.0,4.4,1216.0,0.5,292.5
2019-11-06,9.0,2.8,615.0,17.1,1233.0,0.0,4.0,1341.0,0.5,258.8
2019-11-07,7.2,0.7,2351.0,14.4,1347.0,0.0,5.9,1212.0,1.1,320.6
2019-11-08,4.1,-3.0,632.0,13.2,1356.0,0.0,5.4,1253.0,0.7,298.1
2019-11-09,7.3,-0.5,532.0,17.4,1439.0,0.0,5.6,1425.0,0.7,317.8
2019-11-10,9.7,3.7,134.0,15.9,1453.0,13.0,6.6,2339.0,1.4,225.0
2019-11-11,10.4,5.1,2357.0,16.7,1421.0,0.5,7.9,1408.0,1.7,326.3
2019-11-12,7.6,2.4,722.0,15.2,1357.0,0.0,3.6,1300.0,0.4,348.8
2019-11-13,6.8,2.8,2355.0,12.0,1334.0,6.0,9.4,1559.0,2.0,28.1
2019-11-14,0.8,-3.4,736.0,5.4,1416.0,0.0,9.5,530.0,2.1,343.1
2019-11-15,6.2,0.0,1.0,9.5,1504.0,20.0,9.2,148.0,1.4,174.4
2019-11-16,4.6,0.1,514.0,12.7,1458.0,0.0,3.0,1135.0,0.4,326.3
2019-11-17,8.5,3.1,1.0,12.5,2342.0,15.0,8.1,1843.0,1.2,157.5
2019-11-18,4.3,-1.6,2051.0,13.0,125.0,9.5,10.6,459.0,2.9,334.7
2019-11-19,-0.1,-4.8,718.0,5.1,1326.0,0.0,8.6,1431.0,1.6,323.4
2019-11-20,-0.8,-6.9,654.0,6.1,1455.0,0.0,4.9,1407.0,0.8,329.1
2019-11-21,3.7,-4.3,459.0,10.2,1208.0,0.0,4.6,1226.0,0.5,241.9
2019-11-22,8.5,-0.2,733.0,18.6,1421.0,0.0,5.3,1222.0,0.7,163.1
2019-11-23,10.3,4.3,457.0,17.9,1442.0,0.0,6.2,1104.0,0.8,171.6
2019-11-24,8.8,4.2,2357.0,16.3,1126.0,3.0,8.8,2201.0,1.4,337.5
2019-11-25,1.1,-1.7,649.0,6.3,1443.0,0.0,6.9,110.0,1.6,351.6
2019-11-26,5.1,-1.6,330.0,14.2,1315.0,0.0,5.4,1615.0,0.8,306.6
2019-11-27,2.4,-2.0,743.0,7.6,1318.0,0.0,6.3,1430.0,1.4,343.1
2019-11-28,2.5,-2.4,124.0,10.8,1347.0,0.0,5.4,1612.0,0.9,331.9
2019-11-29,0.0,-5.7,803.0,7.7,1437.0,0.0,5.5,1340.0,0.9,345.9
2019-11-30,3.0,-4.2,626.0,10.5,1305.0,0.0,4.3,1309.0,0.7,216.6
2019-12-01,4.1,1.5,2354.0,6.6,1210.0,1.5,5.3,1822.0,0.7,348.8
2019-12-02,-0.1,-4.0,2343.0,3.9,1329.0,0.0,8.9,1557.0,2.3,337.5
2019-12-03,0.0,-6.9,452.0,5.5,1345.0,0.0,4.1,1348.0,0.7,
2019-12-04,0.3,-5.0,752.0,7.0,1349.0,0.0,5.0,2224.0,0.8,357.2
2019-12-05,-4.6,-9.4,2359.0,-0.3,1413.0,0.0,8.8,1316.0,2.3,343.1
2019-12-06,-7.1,-13.4,709.0,-0.6,1414.0,0.0,8.7,1118.0,0.7,331.9
2019-12-07,-1.9,-8.1,12.0,3.1,1526.0,0.0,3.8,451.0,0.7,180.0
2019-12-08,-1.9,-7.8,758.0,5.1,1459.0,0.0,4.0,1500.0,0.5,317.8
2019-12-09,4.5,-3.0,248.0,8.8,2247.0,0.0,7.4,2246.0,2.2,225.0
2019-12-10,8.0,3.8,731.0,11.4,1351.0,1.5,6.1,45.0,0.9,208.1
2019-12-11,6.3,-0.1,2358.0,10.9,1342.0,0.0,9.6,1756.0,2.9,329.1
2019-12-12,-1.3,-4.7,722.0,3.8,1430.0,0.0,7.5,228.0,1.3,323.4
2019-12-13,2.0,-5.4,635.0,6.6,1333.0,0.0,6.4,2251.0,1.5,216.6
2019-12-14,2.0,-2.1,2358.0,6.6,1408.0,0.0,6.7,1210.0,1.4,334.7
2019-12-15,2.9,-3.6,357.0,12.0,1442.0,0.0,6.1,1208.0,0.6,182.8
2019-12-16,7.3,-1.9,633.0,14.8,1401.0,0.0,5.2,1232.0,0.8,185.6
2019-12-17,7.9,2.8,2359.0,11.9,33.0,7.5,6.8,653.0,1.9,168.8
2019-12-18,0.1,-2.9,755.0,5.0,1411.0,0.0,5.0,1618.0,1.2,340.3
2019-12-19,-1.8,-6.3,729.0,3.5,1444.0,0.0,6.2,1552.0,1.0,326.3
2019-12-20,-2.2,-6.3,2345.0,2.7,1336.0,0.0,5.3,1345.0,1.0,306.6
2019-12-21,-1.6,-7.7,312.0,2.6,1105.0,0.0,6.0,1650.0,1.0,185.6
2019-12-22,3.3,-1.5,602.0,9.3,1404.0,0.5,4.6,1342.0,0.7,191.3
2019-12-23,2.6,-2.0,2348.0,6.4,1339.0,2.5,4.9,1146.0,0.9,326.3
2019-12-24,-0.7,-5.2,743.0,6.4,1430.0,0.0,3.8,1156.0,0.6,337.5
2019-12-25,0.9,-5.2,529.0,7.2,1317.0,0.0,3.7,1527.0,0.5,337.5
2019-12-26,1.7,-2.6,2353.0,5.4,1458.0,0.0,7.1,2017.0,1.7,343.1
2019-12-27,-2.4,-7.4,745.0,3.2,1410.0,0.0,6.7,1608.0,1.1,326.3
2019-12-28,1.2,-5.3,114.0,6.7,1333.0,0.0,6.0,1030.0,1.2,177.2
2019-12-29,4.1,-0.2,442.0,7.5,1524.0,0.0,5.2,1142.0,0.8,191.3
2019-12-30,2.0,-6.2,2357.0,6.9,1043.0,0.5,10.2,2237.0,1.9,331.9
2019-12-31,-7.7,-10.8,712.0,-3.7,1500.0,0.0,9.7,232.0,2.4,334.7
